item_id,reviewed,corrected,predicted_categories,corrected_categories,reason,reviewed_at,title
5138544462,true,false,technology|gaming,,,2026-03-04T08:14:33.227220+00:00,Scott Pilgrim creator Bryan Lee O’Malley on taking ‘another run’ with new game
5138544461,true,true,gaming|other,gaming,other combined with gaming,2026-03-04T08:14:33.227220+00:00,"We played Pokémon Pokopia, ask us anything"
5138533661,true,true,technology|apple,gaming,"Scott Pilgrim is a game, not Apple",2026-03-04T08:14:33.227220+00:00,Scott Pilgrim creator Bryan Lee O’Malley on taking ‘another run’ with new game
5138524556,true,true,technology|gaming,gaming_industry,studio layoffs are gaming_industry,2026-03-04T08:14:33.227220+00:00,"Halfbrick cuts 41 jobs as it navigates ""challenging period for the games industry"""
5138542237,true,false,other,,,2026-03-04T08:14:33.227220+00:00,"Ylen tiedot: Vantaan epäilty murhapolttaja on 71-vuotias mies, jolla on rikostaustaa"
5138528030,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,Apple announces a pair of new Studio Displays
5138523944,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,Apple announces a pair of new Studio Displays
5138519596,true,false,technology|ai,,,2026-03-04T08:14:33.227220+00:00,"Global venture investment hit a record $189B in February, up 780% YoY, amid the AI boom; 83% of the month's total went to OpenAI, Waymo, and Anthropic (Gené Teare/Crunchbase News)"
5138542239,true,false,other,,,2026-03-04T08:14:33.227220+00:00,Lapin turistit löysivät Korouoman rotkolaakson ja nyt alueelle visioidaan erähotellia
5138544315,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,Apple’s new Studio displays come with Thunderbolt 5
5138526784,true,false,gaming|world,,,2026-03-04T08:14:33.227220+00:00,Resident Evil Requiem tease sparks debate as fans ponder if Leon S. Kennedy really has put a ring on it - and if so who?
5138526785,true,false,gaming|gaming_industry,,,2026-03-04T08:14:33.227220+00:00,"March on Xbox Game Pass is a whopper, boasting Kingdom Come: Deliverance 2, Cyberpunk 2077, Planet of Lana 2 and more"
5138537015,true,true,technology|ai,gaming,"Clair Obscur is a game, not AI",2026-03-04T08:14:33.227220+00:00,Clair Obscur writer shares production advice that could improve your game's story
5138544317,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,Apple unveils M5 Pro and M5 Max chips with new ‘Fusion Architecture’
5138526786,true,false,gaming|gaming_industry,,,2026-03-04T08:14:33.227220+00:00,"Our 2025 Game of the Year, Blue Prince, shadow drops on Nintendo Switch 2 today"
5138510400,true,false,technology,,,2026-03-04T08:14:33.227220+00:00,"The 6G, modular, robot phones of the future"
5138537016,true,true,technology,gaming_industry,studio layoffs are gaming_industry,2026-03-04T08:14:33.227220+00:00,Embracer subsidiary Tripwire Interactive has laid off 23 employees
5138510401,true,false,technology,,,2026-03-04T08:14:33.227220+00:00,"Xiaomi, unlike Google and Samsung, thinks camera hardware comes first"
5138510466,true,true,gaming|other,gaming,other combined with gaming,2026-03-04T08:14:33.227220+00:00,Blue Prince headlines Nintendo’s lineup of Switch 2 indie games
5138509759,true,true,gaming|other,gaming,other combined with gaming,2026-03-04T08:14:33.227220+00:00,Blue Prince headlines Nintendo’s lineup of Switch 2 indie games
5138518448,true,true,technology|ai,technology|world,SpaceX is not an AI company,2026-03-04T08:14:33.227220+00:00,Why is SpaceX going public?
5138486146,true,true,technology|ai,technology|world,SpaceX is not an AI company,2026-03-04T08:14:33.227220+00:00,Why is SpaceX going public?
5138498839,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,"Apple debuts MacBook Pros with M5 Pro, M5 Max chips"
5138498749,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,"Apple debuts MacBook Pros with M5 Pro, M5 Max chips"
5138486147,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,Apple’s new Studio Display XDR adds a Mini LED upgrade
5138478564,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,"Apple says the M5 MacBook Pro starts at $1,699 for the 14"" model, up $100, and the M5 Pro and Max models start at $2,199 and $2,699, respectively, both up $200 (Engadget)"
5138486148,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,Apple launches M5 Pro and M5 Max chips
5138487728,true,false,technology,,,2026-03-04T08:14:33.227220+00:00,"Bungie stands firm on Marathon aesthetic, while the 'fontslop' debate rages on"
5138516493,true,false,other,,,2026-03-04T08:14:33.227220+00:00,Varasto­kirjaston palvelut muuttuvat maksullisiksi – opiskelija Piritta Pennanen pelkää joutuvansa tinkimään ruoasta
5138542238,true,false,other,,,2026-03-04T08:14:33.227220+00:00,Omat puolue­toveritkin jo haukkuvat esitystä helpottaa määräaikaisia työsopimuksia – näin vastaa ministeri Marttinen
5138471639,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,"Apple unveils the M5 MacBook Air in 13"" and 15"" sizes, boosting its starting price by $100 to $1,099 and doubling base storage to 512GB, shipping from March 11 (Zac Hall/9to5Mac)"
5138486112,true,true,technology|world,gaming_industry,studio layoffs are gaming_industry,2026-03-04T08:14:33.227220+00:00,Killing Floor dev Tripwire Interactive lays off 23 employees
5138471640,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,"Apple updates the $1,599+ Studio Display and unveils a $3,299+ 27"" 5K Studio Display XDR, with a 120Hz refresh rate, a mini-LED backlight, and up to 2,000 nits (Apple)"
5138516492,true,false,other,,,2026-03-04T08:14:33.227220+00:00,Poliisi: vain anestesia­lääkäriä epäillään kuoleman­tuottamuksesta – mies kuoli magneetti­kuvauksen jälkeen Kuopiossa
5138486149,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,Apple announces M5 MacBook Air and updated MacBook Pro
5138471641,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,"Apple unveils the M5 Pro and M5 Max, offering a new Apple-designed Fusion Architecture, a next-generation up-to-40-core GPU with Neural Accelerators, and more (Apple)"
5138477223,true,false,other,,,2026-03-04T08:14:33.227220+00:00,NRK: Norja voi olla reikä Euroopan droonimuurissa – puolustuksella ei valmiuksia droonien torjuntaan
5138460386,true,false,technology|gaming,,,2026-03-04T08:14:33.227220+00:00,"Next entry in acclaimed co-op puzzle series We Were Here announced, coming this year"
5138471644,true,false,technology|apple,,,2026-03-04T08:14:33.227220+00:00,"Apple refreshes the 14"" and 16"" MacBook Pro with M5 Pro and M5 Max: up to 4x faster LLM prompt processing, up to 2x faster SSD speeds, and 1TB/2TB base storage (Apple)"
5138502444,true,false,technology|ai,,,2026-03-04T08:14:33.227220+00:00,Fig Security emerges from stealth with $38M to help security teams deal with change
